driver_app_event_id,vehicle_id,client_id,event_datetime,app_event_type,device_platform,completion_status,session_duration_seconds
APP-0000261,VEH-00041,CLI-0005,2025-02-20T15:00:00,Fuel PIN Reset,iOS,Completed,154
APP-0000262,VEH-00007,CLI-0016,2025-06-04T02:00:00,Damage Report,Android,Completed,142
APP-0000263,VEH-00092,CLI-0005,2025-12-17T07:00:00,Registration Reminder,iOS,Failed,411
APP-0000264,VEH-00054,CLI-0015,2025-09-01T00:00:00,Damage Report,iOS,Completed,383
APP-0000265,VEH-00009,CLI-0008,2026-05-13T06:00:00,Odometer Update,iOS,Completed,532
APP-0000266,VEH-00012,CLI-0002,2025-06-04T17:00:00,Fuel PIN Reset,iOS,Completed,174
APP-0000267,VEH-00012,CLI-0002,2025-08-03T03:00:00,EV Charge Receipt,Mobile Web,Completed,128
APP-0000268,VEH-00148,CLI-0005,2025-05-03T20:00:00,Service Booking,iOS,Abandoned,653
APP-0000269,VEH-00058,CLI-0018,2025-09-08T19:00:00,Damage Report,iOS,Completed,22
APP-0000270,VEH-00015,CLI-0013,2025-11-27T00:00:00,Service Booking,Mobile Web,Abandoned,460
APP-0000271,VEH-00026,CLI-0005,2025-07-12T04:00:00,Service Booking,Android,Failed,713
APP-0000272,VEH-00072,CLI-0014,2025-12-25T15:00:00,Odometer Update,Mobile Web,Abandoned,382
APP-0000273,VEH-00080,CLI-0008,2025-01-02T23:00:00,Damage Report,Mobile Web,Completed,252
APP-0000274,VEH-00001,CLI-0009,2025-05-27T11:00:00,EV Charge Receipt,iOS,Completed,259
APP-0000275,VEH-00022,CLI-0004,2026-05-08T12:00:00,EV Charge Receipt,Mobile Web,Failed,496
APP-0000276,VEH-00137,CLI-0010,2026-01-29T02:00:00,Fuel PIN Reset,Android,Failed,316
APP-0000277,VEH-00113,CLI-0010,2026-01-11T09:00:00,Service Booking,Android,Completed,141
APP-0000278,VEH-00076,CLI-0001,2026-04-29T11:00:00,Service Booking,Mobile Web,Completed,102
APP-0000279,VEH-00116,CLI-0014,2026-05-14T15:00:00,Damage Report,Android,Failed,368
APP-0000280,VEH-00015,CLI-0013,2025-06-26T05:00:00,EV Charge Receipt,Android,Failed,88
APP-0000281,VEH-00033,CLI-0006,2025-01-14T18:00:00,Service Booking,Mobile Web,Completed,683
APP-0000282,VEH-00083,CLI-0016,2025-09-02T17:00:00,Odometer Update,Android,Completed,659
APP-0000283,VEH-00016,CLI-0002,2025-03-21T04:00:00,Service Booking,iOS,Completed,420
APP-0000284,VEH-00123,CLI-0004,2025-11-17T17:00:00,EV Charge Receipt,Android,Completed,415
APP-0000285,VEH-00123,CLI-0004,2025-11-20T13:00:00,Service Booking,Android,Completed,158
APP-0000286,VEH-00039,CLI-0018,2025-04-12T21:00:00,Damage Report,iOS,Abandoned,619
APP-0000287,VEH-00040,CLI-0008,2025-02-06T04:00:00,Damage Report,Mobile Web,Abandoned,682
APP-0000288,VEH-00132,CLI-0018,2025-07-08T13:00:00,Service Booking,Android,Completed,105
APP-0000289,VEH-00074,CLI-0018,2026-03-10T04:00:00,Registration Reminder,Android,Completed,42
APP-0000290,VEH-00011,CLI-0016,2025-01-15T23:00:00,Service Booking,Android,Abandoned,271
APP-0000291,VEH-00146,CLI-0013,2026-01-21T17:00:00,Registration Reminder,Mobile Web,Completed,269
APP-0000292,VEH-00019,CLI-0009,2025-04-17T04:00:00,Fuel PIN Reset,Android,Abandoned,633
APP-0000293,VEH-00129,CLI-0017,2026-03-12T12:00:00,Damage Report,Mobile Web,Completed,149
APP-0000294,VEH-00123,CLI-0004,2026-01-22T17:00:00,EV Charge Receipt,Android,Completed,522
APP-0000295,VEH-00142,CLI-0003,2025-04-14T21:00:00,Damage Report,Android,Abandoned,603
APP-0000296,VEH-00019,CLI-0009,2026-03-28T10:00:00,Service Booking,Mobile Web,Completed,62
APP-0000297,VEH-00025,CLI-0005,2025-02-20T08:00:00,EV Charge Receipt,iOS,Failed,381
APP-0000298,VEH-00042,CLI-0002,2025-12-25T13:00:00,Damage Report,Android,Completed,461
APP-0000299,VEH-00114,CLI-0001,2026-03-20T07:00:00,Fuel PIN Reset,iOS,Completed,519
APP-0000300,VEH-00047,CLI-0003,2025-05-24T10:00:00,Fuel PIN Reset,iOS,Completed,520
APP-0000301,VEH-00094,CLI-0013,2025-12-11T12:00:00,Fuel PIN Reset,Android,Failed,440
APP-0000302,VEH-00067,CLI-0010,2025-09-28T14:00:00,Registration Reminder,Android,Failed,183
APP-0000303,VEH-00043,CLI-0013,2025-05-23T18:00:00,Fuel PIN Reset,Mobile Web,Abandoned,143
APP-0000304,VEH-00006,CLI-0011,2025-06-07T13:00:00,EV Charge Receipt,iOS,Abandoned,25
APP-0000305,VEH-00106,CLI-0017,2025-10-24T04:00:00,Registration Reminder,Android,Abandoned,412
APP-0000306,VEH-00137,CLI-0010,2026-04-21T10:00:00,Odometer Update,iOS,Completed,451
APP-0000307,VEH-00033,CLI-0006,2026-01-20T14:00:00,Damage Report,Mobile Web,Failed,203
APP-0000308,VEH-00060,CLI-0017,2026-01-14T10:00:00,EV Charge Receipt,iOS,Failed,618
APP-0000309,VEH-00056,CLI-0014,2025-05-12T21:00:00,Fuel PIN Reset,iOS,Completed,154
APP-0000310,VEH-00148,CLI-0005,2025-02-26T09:00:00,Damage Report,Mobile Web,Abandoned,24
APP-0000311,VEH-00048,CLI-0001,2025-03-17T06:00:00,Fuel PIN Reset,Android,Failed,583
APP-0000312,VEH-00002,CLI-0005,2025-05-27T11:00:00,Damage Report,Mobile Web,Failed,160
APP-0000313,VEH-00096,CLI-0005,2025-03-01T16:00:00,Fuel PIN Reset,Mobile Web,Completed,489
APP-0000314,VEH-00007,CLI-0016,2025-04-15T07:00:00,EV Charge Receipt,Mobile Web,Completed,115
APP-0000315,VEH-00075,CLI-0018,2025-08-20T17:00:00,EV Charge Receipt,iOS,Completed,217
APP-0000316,VEH-00114,CLI-0001,2025-11-27T23:00:00,Service Booking,Mobile Web,Completed,601
APP-0000317,VEH-00070,CLI-0014,2025-06-12T02:00:00,EV Charge Receipt,Android,Failed,429
APP-0000318,VEH-00114,CLI-0001,2025-01-07T12:00:00,Service Booking,Android,Completed,707
APP-0000319,VEH-00036,CLI-0003,2026-03-11T16:00:00,Damage Report,iOS,Completed,135
APP-0000320,VEH-00018,CLI-0008,2025-03-12T04:00:00,Odometer Update,iOS,Abandoned,535
APP-0000321,VEH-00069,CLI-0004,2025-03-06T12:00:00,Fuel PIN Reset,Mobile Web,Completed,229
APP-0000322,VEH-00055,CLI-0009,2025-08-05T14:00:00,EV Charge Receipt,Mobile Web,Failed,43
APP-0000323,VEH-00131,CLI-0003,2025-03-27T22:00:00,Registration Reminder,Mobile Web,Failed,530
APP-0000324,VEH-00022,CLI-0004,2025-12-24T06:00:00,Damage Report,iOS,Abandoned,675
APP-0000325,VEH-00065,CLI-0002,2025-11-07T09:00:00,Damage Report,Mobile Web,Completed,44
APP-0000326,VEH-00144,CLI-0017,2025-07-09T13:00:00,Fuel PIN Reset,Mobile Web,Completed,136
APP-0000327,VEH-00049,CLI-0009,2025-03-16T08:00:00,Registration Reminder,Android,Completed,597
APP-0000328,VEH-00056,CLI-0014,2025-07-11T01:00:00,EV Charge Receipt,iOS,Completed,130
APP-0000329,VEH-00085,CLI-0005,2025-05-30T12:00:00,Odometer Update,Android,Abandoned,563
APP-0000330,VEH-00016,CLI-0002,2025-10-04T01:00:00,Service Booking,Mobile Web,Completed,312
APP-0000331,VEH-00066,CLI-0018,2025-11-23T02:00:00,Odometer Update,Android,Completed,298
APP-0000332,VEH-00062,CLI-0010,2025-02-02T11:00:00,Damage Report,Android,Abandoned,97
APP-0000333,VEH-00055,CLI-0009,2026-03-03T10:00:00,Service Booking,Mobile Web,Completed,301
APP-0000334,VEH-00132,CLI-0018,2025-11-27T06:00:00,Damage Report,Android,Failed,347
APP-0000335,VEH-00091,CLI-0015,2025-09-16T01:00:00,Service Booking,iOS,Completed,125
APP-0000336,VEH-00104,CLI-0017,2025-09-22T10:00:00,Damage Report,Android,Failed,132
APP-0000337,VEH-00125,CLI-0011,2026-03-07T14:00:00,Registration Reminder,Android,Completed,113
APP-0000338,VEH-00010,CLI-0003,2025-03-21T14:00:00,EV Charge Receipt,iOS,Failed,640
APP-0000339,VEH-00135,CLI-0006,2025-12-22T17:00:00,EV Charge Receipt,Mobile Web,Completed,515
APP-0000340,VEH-00027,CLI-0004,2025-08-12T02:00:00,Odometer Update,Android,Failed,454
APP-0000341,VEH-00133,CLI-0012,2026-05-16T13:00:00,Odometer Update,iOS,Failed,414
APP-0000342,VEH-00113,CLI-0010,2025-07-02T18:00:00,EV Charge Receipt,Mobile Web,Completed,699
APP-0000343,VEH-00051,CLI-0010,2025-03-23T13:00:00,Odometer Update,Android,Completed,348
APP-0000344,VEH-00008,CLI-0018,2025-06-20T17:00:00,Service Booking,Android,Completed,281
APP-0000345,VEH-00092,CLI-0005,2025-11-26T17:00:00,Odometer Update,Mobile Web,Abandoned,452
APP-0000346,VEH-00084,CLI-0004,2025-08-14T22:00:00,Service Booking,Mobile Web,Abandoned,272
APP-0000347,VEH-00094,CLI-0013,2026-05-03T07:00:00,Service Booking,Mobile Web,Completed,309
APP-0000348,VEH-00041,CLI-0005,2025-07-18T12:00:00,EV Charge Receipt,iOS,Completed,499
APP-0000349,VEH-00124,CLI-0007,2025-06-21T17:00:00,Odometer Update,iOS,Abandoned,572
APP-0000350,VEH-00069,CLI-0004,2026-04-21T13:00:00,Damage Report,Mobile Web,Failed,639
APP-0000351,VEH-00054,CLI-0015,2025-01-03T06:00:00,Odometer Update,iOS,Abandoned,229
APP-0000352,VEH-00041,CLI-0005,2026-04-07T14:00:00,Service Booking,Android,Failed,460
APP-0000353,VEH-00144,CLI-0017,2026-02-20T20:00:00,Service Booking,Android,Abandoned,91
APP-0000354,VEH-00095,CLI-0008,2026-02-20T23:00:00,EV Charge Receipt,iOS,Completed,347
APP-0000355,VEH-00033,CLI-0006,2026-03-24T16:00:00,Fuel PIN Reset,Android,Failed,129
APP-0000356,VEH-00062,CLI-0010,2025-01-03T17:00:00,Damage Report,iOS,Completed,568
APP-0000357,VEH-00145,CLI-0014,2026-04-19T15:00:00,Service Booking,Mobile Web,Completed,674
APP-0000358,VEH-00117,CLI-0016,2026-01-27T07:00:00,Registration Reminder,Mobile Web,Completed,515
APP-0000359,VEH-00122,CLI-0013,2025-08-29T14:00:00,EV Charge Receipt,iOS,Completed,533
APP-0000360,VEH-00075,CLI-0018,2025-03-13T10:00:00,Service Booking,Mobile Web,Failed,688
APP-0000361,VEH-00130,CLI-0011,2026-04-17T12:00:00,Service Booking,iOS,Completed,28
APP-0000362,VEH-00114,CLI-0001,2026-04-10T02:00:00,Service Booking,iOS,Completed,164
APP-0000363,VEH-00072,CLI-0014,2025-03-14T06:00:00,Fuel PIN Reset,Mobile Web,Abandoned,520
APP-0000364,VEH-00056,CLI-0014,2026-03-31T21:00:00,Odometer Update,Android,Failed,698
APP-0000365,VEH-00115,CLI-0011,2025-08-29T03:00:00,Registration Reminder,Mobile Web,Failed,143
APP-0000366,VEH-00149,CLI-0013,2025-10-26T20:00:00,Damage Report,iOS,Failed,393
APP-0000367,VEH-00112,CLI-0018,2025-06-29T12:00:00,Damage Report,Android,Failed,323
APP-0000368,VEH-00011,CLI-0016,2025-11-07T19:00:00,EV Charge Receipt,Mobile Web,Failed,556
APP-0000369,VEH-00061,CLI-0018,2025-04-10T09:00:00,Fuel PIN Reset,iOS,Completed,649
APP-0000370,VEH-00094,CLI-0013,2025-03-19T05:00:00,Fuel PIN Reset,iOS,Failed,718
APP-0000371,VEH-00094,CLI-0013,2025-04-11T14:00:00,Registration Reminder,iOS,Completed,150
APP-0000372,VEH-00023,CLI-0002,2025-10-24T02:00:00,Fuel PIN Reset,iOS,Completed,489
APP-0000373,VEH-00006,CLI-0011,2025-07-05T22:00:00,Fuel PIN Reset,Android,Completed,451
APP-0000374,VEH-00013,CLI-0015,2026-01-26T03:00:00,Fuel PIN Reset,Android,Completed,104
APP-0000375,VEH-00085,CLI-0005,2025-01-20T23:00:00,EV Charge Receipt,iOS,Completed,90
APP-0000376,VEH-00102,CLI-0008,2025-12-29T04:00:00,Damage Report,iOS,Completed,536
APP-0000377,VEH-00009,CLI-0008,2025-03-10T12:00:00,Fuel PIN Reset,Mobile Web,Completed,705
APP-0000378,VEH-00067,CLI-0010,2026-03-09T14:00:00,Fuel PIN Reset,Mobile Web,Failed,589
APP-0000379,VEH-00053,CLI-0017,2025-04-23T10:00:00,Fuel PIN Reset,Mobile Web,Completed,386
APP-0000380,VEH-00126,CLI-0017,2026-04-03T02:00:00,Registration Reminder,iOS,Completed,310
APP-0000381,VEH-00147,CLI-0011,2025-07-26T15:00:00,Registration Reminder,iOS,Abandoned,413
APP-0000382,VEH-00063,CLI-0016,2026-05-12T22:00:00,Registration Reminder,Android,Failed,310
APP-0000383,VEH-00062,CLI-0010,2026-02-20T04:00:00,Odometer Update,iOS,Completed,526
APP-0000384,VEH-00036,CLI-0003,2026-02-23T21:00:00,Damage Report,Android,Abandoned,169
APP-0000385,VEH-00133,CLI-0012,2025-03-14T09:00:00,Damage Report,Mobile Web,Abandoned,290
APP-0000386,VEH-00043,CLI-0013,2026-01-04T15:00:00,EV Charge Receipt,iOS,Abandoned,22
APP-0000387,VEH-00011,CLI-0016,2026-02-20T01:00:00,EV Charge Receipt,Mobile Web,Completed,41
APP-0000388,VEH-00140,CLI-0013,2025-07-20T21:00:00,Odometer Update,iOS,Abandoned,702
APP-0000389,VEH-00097,CLI-0012,2026-02-09T00:00:00,Fuel PIN Reset,iOS,Completed,592
APP-0000390,VEH-00087,CLI-0001,2025-05-24T06:00:00,Service Booking,Android,Completed,430
APP-0000391,VEH-00052,CLI-0014,2026-01-09T01:00:00,EV Charge Receipt,Mobile Web,Completed,260
APP-0000392,VEH-00082,CLI-0005,2026-04-06T13:00:00,EV Charge Receipt,iOS,Failed,632
APP-0000393,VEH-00052,CLI-0014,2026-02-20T00:00:00,Odometer Update,iOS,Completed,58
APP-0000394,VEH-00014,CLI-0018,2025-09-27T19:00:00,Registration Reminder,iOS,Completed,586
APP-0000395,VEH-00114,CLI-0001,2025-09-24T03:00:00,EV Charge Receipt,iOS,Abandoned,564
APP-0000396,VEH-00012,CLI-0002,2025-03-30T16:00:00,EV Charge Receipt,iOS,Abandoned,305
APP-0000397,VEH-00017,CLI-0017,2025-06-21T17:00:00,Registration Reminder,iOS,Completed,656
APP-0000398,VEH-00059,CLI-0007,2025-01-26T08:00:00,EV Charge Receipt,iOS,Failed,447
APP-0000399,VEH-00109,CLI-0012,2025-02-15T07:00:00,Damage Report,Android,Completed,566
APP-0000400,VEH-00007,CLI-0016,2025-09-20T02:00:00,Service Booking,iOS,Failed,552
APP-0000401,VEH-00018,CLI-0008,2025-06-28T18:00:00,Fuel PIN Reset,Android,Abandoned,488
APP-0000402,VEH-00001,CLI-0009,2026-03-23T11:00:00,EV Charge Receipt,iOS,Completed,110
APP-0000403,VEH-00010,CLI-0003,2025-06-28T21:00:00,Registration Reminder,iOS,Completed,28
APP-0000404,VEH-00111,CLI-0004,2025-09-12T06:00:00,Registration Reminder,Android,Abandoned,162
APP-0000405,VEH-00025,CLI-0005,2025-10-13T18:00:00,Odometer Update,Mobile Web,Abandoned,163
APP-0000406,VEH-00109,CLI-0012,2025-11-07T07:00:00,Damage Report,Android,Abandoned,683
APP-0000407,VEH-00008,CLI-0018,2026-01-23T23:00:00,Odometer Update,Android,Failed,457
APP-0000408,VEH-00123,CLI-0004,2025-12-20T03:00:00,Registration Reminder,Android,Failed,427
APP-0000409,VEH-00033,CLI-0006,2025-12-03T16:00:00,Registration Reminder,iOS,Failed,261
APP-0000410,VEH-00111,CLI-0004,2025-10-06T16:00:00,EV Charge Receipt,Mobile Web,Abandoned,45
APP-0000411,VEH-00023,CLI-0002,2026-01-09T20:00:00,Damage Report,Mobile Web,Completed,490
APP-0000412,VEH-00103,CLI-0003,2025-03-30T18:00:00,Service Booking,iOS,Failed,462
APP-0000413,VEH-00112,CLI-0018,2025-08-16T16:00:00,EV Charge Receipt,Mobile Web,Completed,603
APP-0000414,VEH-00050,CLI-0001,2025-08-18T20:00:00,Damage Report,iOS,Failed,352
APP-0000415,VEH-00044,CLI-0013,2025-04-06T17:00:00,EV Charge Receipt,Mobile Web,Completed,494
APP-0000416,VEH-00075,CLI-0018,2025-10-25T18:00:00,Service Booking,Android,Completed,158
APP-0000417,VEH-00083,CLI-0016,2025-06-24T19:00:00,Damage Report,Android,Failed,175
APP-0000418,VEH-00112,CLI-0018,2025-06-15T19:00:00,Damage Report,Android,Abandoned,45
APP-0000419,VEH-00141,CLI-0011,2026-03-06T06:00:00,Registration Reminder,Android,Completed,344
APP-0000420,VEH-00008,CLI-0018,2026-04-19T02:00:00,EV Charge Receipt,Android,Completed,471
APP-0000421,VEH-00028,CLI-0001,2026-04-02T12:00:00,Fuel PIN Reset,Android,Completed,605
APP-0000422,VEH-00018,CLI-0008,2026-05-04T04:00:00,Registration Reminder,Android,Failed,379
APP-0000423,VEH-00024,CLI-0014,2025-10-01T17:00:00,Damage Report,iOS,Completed,335
APP-0000424,VEH-00135,CLI-0006,2025-08-08T01:00:00,Odometer Update,Mobile Web,Abandoned,64
APP-0000425,VEH-00002,CLI-0005,2026-01-03T19:00:00,Service Booking,Android,Abandoned,628
APP-0000426,VEH-00047,CLI-0003,2025-09-25T14:00:00,Registration Reminder,Android,Abandoned,674
APP-0000427,VEH-00119,CLI-0008,2025-01-26T20:00:00,Service Booking,Mobile Web,Completed,164
APP-0000428,VEH-00051,CLI-0010,2025-01-10T03:00:00,Odometer Update,Mobile Web,Completed,368
APP-0000429,VEH-00004,CLI-0011,2025-02-02T20:00:00,Registration Reminder,Android,Completed,525
APP-0000430,VEH-00071,CLI-0006,2025-03-29T18:00:00,Odometer Update,Android,Abandoned,172
APP-0000431,VEH-00047,CLI-0003,2025-03-24T07:00:00,Service Booking,Android,Completed,141
APP-0000432,VEH-00144,CLI-0017,2025-01-09T12:00:00,Service Booking,iOS,Completed,530
APP-0000433,VEH-00051,CLI-0010,2025-01-11T04:00:00,Fuel PIN Reset,iOS,Failed,686
APP-0000434,VEH-00109,CLI-0012,2025-03-13T08:00:00,EV Charge Receipt,Mobile Web,Failed,392
APP-0000435,VEH-00062,CLI-0010,2025-08-29T23:00:00,EV Charge Receipt,Android,Completed,354
APP-0000436,VEH-00127,CLI-0017,2026-03-29T22:00:00,Odometer Update,Mobile Web,Abandoned,332
APP-0000437,VEH-00101,CLI-0005,2026-04-30T21:00:00,Registration Reminder,Android,Failed,714
APP-0000438,VEH-00127,CLI-0017,2025-05-11T01:00:00,EV Charge Receipt,Android,Failed,233
APP-0000439,VEH-00093,CLI-0011,2025-11-27T09:00:00,Fuel PIN Reset,Android,Completed,280
APP-0000440,VEH-00085,CLI-0005,2026-01-06T02:00:00,Fuel PIN Reset,Android,Failed,582
APP-0000441,VEH-00138,CLI-0016,2025-12-06T13:00:00,Fuel PIN Reset,Mobile Web,Completed,702
APP-0000442,VEH-00069,CLI-0004,2025-09-17T06:00:00,Fuel PIN Reset,Mobile Web,Completed,697
APP-0000443,VEH-00091,CLI-0015,2025-12-02T17:00:00,Damage Report,Mobile Web,Completed,446
APP-0000444,VEH-00127,CLI-0017,2025-04-21T13:00:00,Damage Report,Android,Abandoned,266
APP-0000445,VEH-00040,CLI-0008,2025-01-16T21:00:00,Damage Report,Android,Abandoned,557
APP-0000446,VEH-00121,CLI-0011,2025-01-03T16:00:00,Registration Reminder,Android,Completed,182
APP-0000447,VEH-00105,CLI-0015,2026-01-30T19:00:00,Registration Reminder,iOS,Abandoned,327
APP-0000448,VEH-00063,CLI-0016,2026-03-23T23:00:00,Damage Report,Mobile Web,Abandoned,568
APP-0000449,VEH-00009,CLI-0008,2025-07-02T00:00:00,EV Charge Receipt,Android,Abandoned,81
APP-0000450,VEH-00093,CLI-0011,2026-01-05T01:00:00,Registration Reminder,iOS,Abandoned,430
APP-0000451,VEH-00119,CLI-0008,2025-03-26T23:00:00,Odometer Update,iOS,Failed,221
APP-0000452,VEH-00072,CLI-0014,2025-03-30T19:00:00,Service Booking,Mobile Web,Completed,498
APP-0000453,VEH-00115,CLI-0011,2025-04-27T23:00:00,Damage Report,iOS,Abandoned,296
APP-0000454,VEH-00089,CLI-0010,2025-12-08T20:00:00,EV Charge Receipt,iOS,Completed,595
APP-0000455,VEH-00008,CLI-0018,2025-02-02T13:00:00,Service Booking,Android,Abandoned,132
APP-0000456,VEH-00091,CLI-0015,2025-01-20T21:00:00,Service Booking,Mobile Web,Completed,327
APP-0000457,VEH-00088,CLI-0009,2025-01-12T21:00:00,Service Booking,Mobile Web,Completed,339
APP-0000458,VEH-00054,CLI-0015,2025-06-25T07:00:00,Odometer Update,iOS,Failed,630
APP-0000459,VEH-00068,CLI-0005,2026-01-31T21:00:00,EV Charge Receipt,Mobile Web,Completed,249
APP-0000460,VEH-00126,CLI-0017,2025-11-14T10:00:00,Service Booking,iOS,Completed,134
APP-0000461,VEH-00037,CLI-0001,2025-05-03T21:00:00,Fuel PIN Reset,Mobile Web,Completed,301
APP-0000462,VEH-00043,CLI-0013,2025-07-25T11:00:00,Service Booking,Android,Abandoned,172
APP-0000463,VEH-00142,CLI-0003,2025-08-11T21:00:00,Damage Report,iOS,Abandoned,133
APP-0000464,VEH-00014,CLI-0018,2025-09-26T11:00:00,Damage Report,iOS,Completed,587
APP-0000465,VEH-00090,CLI-0008,2025-06-28T09:00:00,Fuel PIN Reset,iOS,Abandoned,667
APP-0000466,VEH-00111,CLI-0004,2026-05-16T01:00:00,Registration Reminder,Mobile Web,Completed,618
APP-0000467,VEH-00060,CLI-0017,2025-06-15T03:00:00,Odometer Update,Android,Abandoned,372
APP-0000468,VEH-00092,CLI-0005,2025-06-10T21:00:00,Service Booking,Mobile Web,Failed,52
APP-0000469,VEH-00107,CLI-0008,2025-03-11T15:00:00,Service Booking,Mobile Web,Completed,445
APP-0000470,VEH-00117,CLI-0016,2025-04-13T07:00:00,Damage Report,Android,Failed,117
APP-0000471,VEH-00036,CLI-0003,2026-03-10T02:00:00,EV Charge Receipt,Android,Failed,403
APP-0000472,VEH-00109,CLI-0012,2026-01-04T23:00:00,EV Charge Receipt,iOS,Failed,283
APP-0000473,VEH-00026,CLI-0005,2025-03-30T13:00:00,Odometer Update,Mobile Web,Abandoned,558
APP-0000474,VEH-00031,CLI-0017,2025-09-19T20:00:00,Damage Report,Android,Completed,34
APP-0000475,VEH-00016,CLI-0002,2025-08-06T18:00:00,Service Booking,iOS,Failed,266
APP-0000476,VEH-00006,CLI-0011,2026-02-09T07:00:00,Registration Reminder,Mobile Web,Abandoned,95
APP-0000477,VEH-00112,CLI-0018,2026-01-17T15:00:00,Odometer Update,Android,Abandoned,53
APP-0000478,VEH-00085,CLI-0005,2026-01-05T19:00:00,Registration Reminder,Mobile Web,Completed,148
APP-0000479,VEH-00108,CLI-0009,2025-08-14T07:00:00,EV Charge Receipt,iOS,Completed,240
APP-0000480,VEH-00072,CLI-0014,2026-02-05T07:00:00,Registration Reminder,Mobile Web,Completed,335
APP-0000481,VEH-00129,CLI-0017,2025-06-26T02:00:00,EV Charge Receipt,Android,Completed,78
APP-0000482,VEH-00038,CLI-0004,2025-07-09T19:00:00,Service Booking,Android,Abandoned,395
APP-0000483,VEH-00012,CLI-0002,2026-03-16T21:00:00,Service Booking,Mobile Web,Completed,263
APP-0000484,VEH-00028,CLI-0001,2025-05-07T08:00:00,Service Booking,Android,Abandoned,399
APP-0000485,VEH-00114,CLI-0001,2025-07-13T14:00:00,Service Booking,Mobile Web,Completed,132
APP-0000486,VEH-00085,CLI-0005,2025-05-30T18:00:00,Odometer Update,Mobile Web,Abandoned,663
APP-0000487,VEH-00067,CLI-0010,2025-04-10T02:00:00,Registration Reminder,Mobile Web,Completed,682
APP-0000488,VEH-00077,CLI-0009,2025-05-08T13:00:00,Registration Reminder,Android,Completed,106
APP-0000489,VEH-00010,CLI-0003,2025-12-18T20:00:00,Service Booking,Mobile Web,Failed,515
APP-0000490,VEH-00031,CLI-0017,2025-12-14T20:00:00,Odometer Update,Android,Completed,437
APP-0000491,VEH-00038,CLI-0004,2025-12-16T18:00:00,Odometer Update,Mobile Web,Failed,639
APP-0000492,VEH-00033,CLI-0006,2025-07-19T10:00:00,Odometer Update,Android,Completed,185
APP-0000493,VEH-00131,CLI-0003,2025-02-27T13:00:00,Service Booking,Mobile Web,Completed,74
APP-0000494,VEH-00129,CLI-0017,2025-09-08T07:00:00,Registration Reminder,iOS,Completed,120
APP-0000495,VEH-00141,CLI-0011,2025-05-07T12:00:00,Registration Reminder,iOS,Abandoned,473
APP-0000496,VEH-00056,CLI-0014,2025-12-14T14:00:00,Damage Report,Android,Completed,47
APP-0000497,VEH-00092,CLI-0005,2025-03-12T18:00:00,Registration Reminder,Mobile Web,Failed,519
APP-0000498,VEH-00001,CLI-0009,2025-08-15T20:00:00,Fuel PIN Reset,Android,Completed,402
APP-0000499,VEH-00051,CLI-0010,2025-01-29T08:00:00,Fuel PIN Reset,Android,Completed,30
APP-0000500,VEH-00046,CLI-0013,2025-01-04T04:00:00,EV Charge Receipt,Android,Completed,593
APP-0000501,VEH-00127,CLI-0017,2025-10-12T19:00:00,Odometer Update,iOS,Abandoned,673
APP-0000502,VEH-00089,CLI-0010,2026-03-27T01:00:00,Service Booking,Mobile Web,Abandoned,535
APP-0000503,VEH-00103,CLI-0003,2025-08-20T12:00:00,Odometer Update,iOS,Completed,298
APP-0000504,VEH-00003,CLI-0013,2025-11-06T23:00:00,Service Booking,Android,Failed,490
APP-0000505,VEH-00090,CLI-0008,2025-06-02T20:00:00,Odometer Update,Mobile Web,Completed,265
APP-0000506,VEH-00109,CLI-0012,2025-10-05T16:00:00,Odometer Update,iOS,Completed,269
APP-0000507,VEH-00141,CLI-0011,2025-12-07T04:00:00,Damage Report,iOS,Completed,69
APP-0000508,VEH-00081,CLI-0005,2025-02-21T07:00:00,Service Booking,Android,Failed,81
APP-0000509,VEH-00026,CLI-0005,2025-10-07T09:00:00,Service Booking,iOS,Completed,120
APP-0000510,VEH-00061,CLI-0018,2025-10-02T21:00:00,Registration Reminder,iOS,Abandoned,261
APP-0000511,VEH-00045,CLI-0013,2025-01-17T17:00:00,EV Charge Receipt,iOS,Completed,708
APP-0000512,VEH-00100,CLI-0007,2025-09-25T03:00:00,EV Charge Receipt,Mobile Web,Failed,247
APP-0000513,VEH-00107,CLI-0008,2026-03-07T00:00:00,Service Booking,Mobile Web,Completed,684
APP-0000514,VEH-00123,CLI-0004,2025-05-06T23:00:00,Damage Report,Mobile Web,Completed,497
APP-0000515,VEH-00131,CLI-0003,2025-10-31T22:00:00,Fuel PIN Reset,Mobile Web,Failed,458
APP-0000516,VEH-00124,CLI-0007,2025-04-05T01:00:00,Odometer Update,iOS,Abandoned,152
APP-0000517,VEH-00021,CLI-0018,2025-05-12T22:00:00,EV Charge Receipt,iOS,Completed,505
APP-0000518,VEH-00003,CLI-0013,2025-08-22T03:00:00,Damage Report,iOS,Abandoned,594
APP-0000519,VEH-00094,CLI-0013,2026-03-23T00:00:00,EV Charge Receipt,Mobile Web,Abandoned,126
APP-0000520,VEH-00047,CLI-0003,2025-04-21T14:00:00,Odometer Update,Mobile Web,Abandoned,102
