telematics_event_id,vehicle_id,client_id,telematics_device_id,device_firmware_version,event_date,provider_name,distance_km,idle_minutes,harsh_events_count,gps_fix_rate_pct
TEL-0000202,VEH-00126,CLI-0017,TELDEV-000126,5.0.2,2026-03-06,Synthetic GPS Cloud,45.0,36,4,98.74
TEL-0000203,VEH-00126,CLI-0017,TELDEV-000126,4.2.1,2026-03-07,Synthetic GPS Cloud,207.6,46,3,92.69
TEL-0000204,VEH-00126,CLI-0017,TELDEV-000126,4.3.0,2026-03-08,Synthetic GPS Cloud,173.8,62,1,90.52
TEL-0000205,VEH-00126,CLI-0017,TELDEV-000126,4.3.0,2026-03-09,Synthetic OEM Connect,373.7,81,7,97.7
TEL-0000206,VEH-00126,CLI-0017,TELDEV-000126,4.2.1,2026-03-10,Synthetic OEM Connect,4.3,22,0,89.41
TEL-0000207,VEH-00126,CLI-0017,TELDEV-000126,4.3.0,2026-03-11,Synthetic OEM Connect,203.2,78,0,89.9
TEL-0000208,VEH-00126,CLI-0017,TELDEV-000126,5.0.2,2026-03-12,Synthetic OEM Connect,389.2,24,0,94.43
TEL-0000209,VEH-00126,CLI-0017,TELDEV-000126,5.0.2,2026-03-13,Synthetic Safety Telematics,319.6,27,5,89.38
TEL-0000210,VEH-00126,CLI-0017,TELDEV-000126,4.2.1,2026-03-14,Synthetic GPS Cloud,137.6,28,1,96.73
TEL-0000211,VEH-00131,CLI-0003,TELDEV-000131,4.2.1,2026-03-01,Synthetic OEM Connect,114.9,25,1,92.18
TEL-0000212,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-02,Synthetic Safety Telematics,123.6,95,7,93.23
TEL-0000213,VEH-00131,CLI-0003,TELDEV-000131,4.3.0,2026-03-03,Synthetic GPS Cloud,105.0,25,4,99.54
TEL-0000214,VEH-00131,CLI-0003,TELDEV-000131,4.2.1,2026-03-04,Synthetic Safety Telematics,333.1,75,4,89.99
TEL-0000215,VEH-00131,CLI-0003,TELDEV-000131,4.2.1,2026-03-05,Synthetic Safety Telematics,204.9,57,6,95.16
TEL-0000216,VEH-00131,CLI-0003,TELDEV-000131,4.3.0,2026-03-06,Synthetic OEM Connect,261.6,77,6,93.15
TEL-0000217,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-07,Synthetic OEM Connect,157.1,80,1,93.39
TEL-0000218,VEH-00131,CLI-0003,TELDEV-000131,4.2.1,2026-03-08,Synthetic Safety Telematics,106.3,52,4,95.25
TEL-0000219,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-09,Synthetic Safety Telematics,147.9,3,1,90.16
TEL-0000220,VEH-00131,CLI-0003,TELDEV-000131,4.3.0,2026-03-10,Synthetic OEM Connect,332.2,45,3,88.87
TEL-0000221,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-11,Synthetic OEM Connect,156.2,40,1,88.12
TEL-0000222,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-12,Synthetic GPS Cloud,301.1,27,7,94.81
TEL-0000223,VEH-00131,CLI-0003,TELDEV-000131,4.3.0,2026-03-13,Synthetic GPS Cloud,235.9,49,4,95.22
TEL-0000224,VEH-00131,CLI-0003,TELDEV-000131,5.0.2,2026-03-14,Synthetic GPS Cloud,43.2,35,1,94.89
TEL-0000225,VEH-00058,CLI-0018,TELDEV-000058,5.0.2,2026-03-01,Synthetic OEM Connect,286.5,55,5,97.76
TEL-0000226,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-02,Synthetic GPS Cloud,20.9,63,7,88.56
TEL-0000227,VEH-00058,CLI-0018,TELDEV-000058,4.3.0,2026-03-03,Synthetic OEM Connect,50.1,57,2,95.22
TEL-0000228,VEH-00058,CLI-0018,TELDEV-000058,5.0.2,2026-03-04,Synthetic OEM Connect,99.3,2,4,88.21
TEL-0000229,VEH-00058,CLI-0018,TELDEV-000058,5.0.2,2026-03-05,Synthetic GPS Cloud,382.9,36,2,98.1
TEL-0000230,VEH-00058,CLI-0018,TELDEV-000058,4.3.0,2026-03-06,Synthetic GPS Cloud,376.2,67,0,92.05
TEL-0000231,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-07,Synthetic GPS Cloud,197.4,53,4,91.3
TEL-0000232,VEH-00058,CLI-0018,TELDEV-000058,4.3.0,2026-03-08,Synthetic OEM Connect,33.5,40,7,95.35
TEL-0000233,VEH-00058,CLI-0018,TELDEV-000058,4.3.0,2026-03-09,Synthetic OEM Connect,292.5,58,7,98.18
TEL-0000234,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-10,Synthetic OEM Connect,393.8,13,0,90.69
TEL-0000235,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-11,Synthetic GPS Cloud,44.2,41,6,90.72
TEL-0000236,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-12,Synthetic GPS Cloud,304.1,47,0,99.21
TEL-0000237,VEH-00058,CLI-0018,TELDEV-000058,4.2.1,2026-03-13,Synthetic OEM Connect,371.0,5,1,88.58
TEL-0000238,VEH-00058,CLI-0018,TELDEV-000058,4.3.0,2026-03-14,Synthetic GPS Cloud,110.8,88,6,91.24
TEL-0000239,VEH-00006,CLI-0011,TELDEV-000006,4.2.1,2026-03-01,Synthetic GPS Cloud,245.1,15,2,91.83
TEL-0000240,VEH-00006,CLI-0011,TELDEV-000006,4.2.1,2026-03-02,Synthetic Safety Telematics,372.9,52,7,96.02
TEL-0000241,VEH-00006,CLI-0011,TELDEV-000006,5.0.2,2026-03-03,Synthetic Safety Telematics,101.0,61,7,99.72
TEL-0000242,VEH-00006,CLI-0011,TELDEV-000006,4.3.0,2026-03-04,Synthetic Safety Telematics,202.7,11,4,97.19
TEL-0000243,VEH-00006,CLI-0011,TELDEV-000006,5.0.2,2026-03-05,Synthetic GPS Cloud,148.3,31,3,96.34
TEL-0000244,VEH-00006,CLI-0011,TELDEV-000006,4.2.1,2026-03-06,Synthetic OEM Connect,25.3,1,3,93.62
TEL-0000245,VEH-00006,CLI-0011,TELDEV-000006,4.3.0,2026-03-07,Synthetic GPS Cloud,204.8,43,3,97.77
TEL-0000246,VEH-00006,CLI-0011,TELDEV-000006,5.0.2,2026-03-08,Synthetic Safety Telematics,360.6,39,7,95.86
TEL-0000247,VEH-00006,CLI-0011,TELDEV-000006,5.0.2,2026-03-09,Synthetic GPS Cloud,383.9,28,5,92.63
TEL-0000248,VEH-00006,CLI-0011,TELDEV-000006,4.3.0,2026-03-10,Synthetic Safety Telematics,215.7,51,3,88.82
TEL-0000249,VEH-00006,CLI-0011,TELDEV-000006,4.3.0,2026-03-11,Synthetic GPS Cloud,288.2,73,1,89.77
TEL-0000250,VEH-00006,CLI-0011,TELDEV-000006,4.2.1,2026-03-12,Synthetic Safety Telematics,46.3,2,7,90.24
TEL-0000251,VEH-00006,CLI-0011,TELDEV-000006,4.2.1,2026-03-13,Synthetic OEM Connect,278.0,57,5,91.19
TEL-0000252,VEH-00006,CLI-0011,TELDEV-000006,5.0.2,2026-03-14,Synthetic GPS Cloud,148.9,27,2,92.76
TEL-0000253,VEH-00123,CLI-0004,TELDEV-000123,4.3.0,2026-03-01,Synthetic Safety Telematics,140.2,56,4,92.44
TEL-0000254,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-02,Synthetic Safety Telematics,160.7,54,3,91.53
TEL-0000255,VEH-00123,CLI-0004,TELDEV-000123,4.3.0,2026-03-03,Synthetic GPS Cloud,249.5,67,7,94.22
TEL-0000256,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-04,Synthetic Safety Telematics,20.9,31,1,90.63
TEL-0000257,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-05,Synthetic GPS Cloud,241.6,30,1,94.39
TEL-0000258,VEH-00123,CLI-0004,TELDEV-000123,4.3.0,2026-03-06,Synthetic GPS Cloud,370.7,89,6,92.7
TEL-0000259,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-07,Synthetic GPS Cloud,308.2,88,4,93.94
TEL-0000260,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-08,Synthetic GPS Cloud,146.0,36,4,96.81
TEL-0000261,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-09,Synthetic GPS Cloud,211.4,89,7,96.87
TEL-0000262,VEH-00123,CLI-0004,TELDEV-000123,5.0.2,2026-03-10,Synthetic GPS Cloud,71.5,87,1,90.0
TEL-0000263,VEH-00123,CLI-0004,TELDEV-000123,4.3.0,2026-03-11,Synthetic OEM Connect,59.6,1,7,93.14
TEL-0000264,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-12,Synthetic GPS Cloud,409.2,9,2,96.15
TEL-0000265,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-13,Synthetic Safety Telematics,147.9,60,0,93.86
TEL-0000266,VEH-00123,CLI-0004,TELDEV-000123,4.2.1,2026-03-14,Synthetic OEM Connect,45.9,2,4,98.02
TEL-0000267,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-01,Synthetic Safety Telematics,70.3,18,1,89.2
TEL-0000268,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-02,Synthetic OEM Connect,190.1,94,5,99.88
TEL-0000269,VEH-00144,CLI-0017,TELDEV-000144,4.3.0,2026-03-03,Synthetic Safety Telematics,204.3,46,7,88.16
TEL-0000270,VEH-00144,CLI-0017,TELDEV-000144,4.3.0,2026-03-04,Synthetic OEM Connect,298.3,66,7,89.35
TEL-0000271,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-05,Synthetic Safety Telematics,305.9,2,2,99.74
TEL-0000272,VEH-00144,CLI-0017,TELDEV-000144,4.2.1,2026-03-06,Synthetic Safety Telematics,417.5,45,7,88.37
TEL-0000273,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-07,Synthetic Safety Telematics,292.2,55,5,90.48
TEL-0000274,VEH-00144,CLI-0017,TELDEV-000144,4.2.1,2026-03-08,Synthetic GPS Cloud,386.7,48,1,99.59
TEL-0000275,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-09,Synthetic Safety Telematics,228.9,57,2,91.18
TEL-0000276,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-10,Synthetic OEM Connect,373.0,50,6,99.34
TEL-0000277,VEH-00144,CLI-0017,TELDEV-000144,4.3.0,2026-03-11,Synthetic OEM Connect,80.0,74,5,98.01
TEL-0000278,VEH-00144,CLI-0017,TELDEV-000144,4.2.1,2026-03-12,Synthetic OEM Connect,334.0,72,5,91.46
TEL-0000279,VEH-00144,CLI-0017,TELDEV-000144,4.2.1,2026-03-13,Synthetic OEM Connect,389.4,18,7,96.17
TEL-0000280,VEH-00144,CLI-0017,TELDEV-000144,5.0.2,2026-03-14,Synthetic OEM Connect,262.0,85,2,91.64
TEL-0000281,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-01,Synthetic GPS Cloud,335.9,1,7,88.49
TEL-0000282,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-02,Synthetic Safety Telematics,51.8,62,4,88.06
TEL-0000283,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-03,Synthetic Safety Telematics,350.3,6,4,89.65
TEL-0000284,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-04,Synthetic Safety Telematics,279.4,71,2,99.44
TEL-0000285,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-05,Synthetic OEM Connect,59.9,93,3,93.18
TEL-0000286,VEH-00025,CLI-0005,TELDEV-000025,4.2.1,2026-03-06,Synthetic OEM Connect,91.9,60,5,90.98
TEL-0000287,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-07,Synthetic Safety Telematics,162.2,51,1,98.72
TEL-0000288,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-08,Synthetic Safety Telematics,130.5,72,6,96.15
TEL-0000289,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-09,Synthetic Safety Telematics,58.5,25,4,89.63
TEL-0000290,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-10,Synthetic GPS Cloud,126.4,10,4,94.8
TEL-0000291,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-11,Synthetic OEM Connect,229.2,48,6,89.15
TEL-0000292,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-12,Synthetic OEM Connect,291.5,64,5,93.62
TEL-0000293,VEH-00025,CLI-0005,TELDEV-000025,4.3.0,2026-03-13,Synthetic OEM Connect,176.6,52,7,88.33
TEL-0000294,VEH-00025,CLI-0005,TELDEV-000025,5.0.2,2026-03-14,Synthetic GPS Cloud,402.1,53,1,97.07
TEL-0000295,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-01,Synthetic OEM Connect,330.4,74,5,89.53
TEL-0000296,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-02,Synthetic Safety Telematics,368.7,6,6,89.51
TEL-0000297,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-03,Synthetic GPS Cloud,194.4,66,7,98.07
TEL-0000298,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-04,Synthetic GPS Cloud,113.5,83,1,92.0
TEL-0000299,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-05,Synthetic OEM Connect,237.5,88,5,98.37
TEL-0000300,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-06,Synthetic Safety Telematics,245.5,65,0,96.42
TEL-0000301,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-07,Synthetic GPS Cloud,236.1,63,2,90.68
TEL-0000302,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-08,Synthetic Safety Telematics,357.9,38,4,96.63
TEL-0000303,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-09,Synthetic OEM Connect,261.9,25,1,88.81
TEL-0000304,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-10,Synthetic Safety Telematics,369.6,66,1,90.97
TEL-0000305,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-11,Synthetic OEM Connect,10.4,64,7,92.69
TEL-0000306,VEH-00047,CLI-0003,TELDEV-000047,4.2.1,2026-03-12,Synthetic OEM Connect,169.9,23,3,98.1
TEL-0000307,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-13,Synthetic OEM Connect,345.1,87,7,98.31
TEL-0000308,VEH-00047,CLI-0003,TELDEV-000047,5.0.2,2026-03-14,Synthetic GPS Cloud,181.6,81,0,90.22
TEL-0000309,VEH-00099,CLI-0009,TELDEV-000099,5.0.2,2026-03-01,Synthetic Safety Telematics,101.1,65,3,93.71
TEL-0000310,VEH-00099,CLI-0009,TELDEV-000099,4.3.0,2026-03-02,Synthetic OEM Connect,280.4,75,7,92.41
TEL-0000311,VEH-00099,CLI-0009,TELDEV-000099,4.3.0,2026-03-03,Synthetic OEM Connect,162.0,13,7,93.0
TEL-0000312,VEH-00099,CLI-0009,TELDEV-000099,4.3.0,2026-03-04,Synthetic GPS Cloud,11.7,58,1,94.77
TEL-0000313,VEH-00099,CLI-0009,TELDEV-000099,4.2.1,2026-03-05,Synthetic Safety Telematics,127.2,82,7,88.51
TEL-0000314,VEH-00099,CLI-0009,TELDEV-000099,4.3.0,2026-03-06,Synthetic GPS Cloud,196.5,92,7,91.32
TEL-0000315,VEH-00099,CLI-0009,TELDEV-000099,4.2.1,2026-03-07,Synthetic OEM Connect,210.3,64,3,92.19
TEL-0000316,VEH-00099,CLI-0009,TELDEV-000099,5.0.2,2026-03-08,Synthetic Safety Telematics,164.1,8,2,95.87
TEL-0000317,VEH-00099,CLI-0009,TELDEV-000099,4.3.0,2026-03-09,Synthetic Safety Telematics,302.1,43,7,96.58
TEL-0000318,VEH-00099,CLI-0009,TELDEV-000099,4.2.1,2026-03-10,Synthetic OEM Connect,329.7,84,4,99.08
TEL-0000319,VEH-00099,CLI-0009,TELDEV-000099,4.2.1,2026-03-11,Synthetic Safety Telematics,203.2,60,2,94.91
TEL-0000320,VEH-00099,CLI-0009,TELDEV-000099,5.0.2,2026-03-12,Synthetic Safety Telematics,220.7,16,5,95.07
TEL-0000321,VEH-00099,CLI-0009,TELDEV-000099,5.0.2,2026-03-13,Synthetic OEM Connect,245.5,51,1,88.54
TEL-0000322,VEH-00099,CLI-0009,TELDEV-000099,5.0.2,2026-03-14,Synthetic GPS Cloud,97.3,85,1,93.99
TEL-0000323,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-01,Synthetic OEM Connect,135.9,29,3,89.27
TEL-0000324,VEH-00062,CLI-0010,TELDEV-000062,4.2.1,2026-03-02,Synthetic Safety Telematics,374.8,53,1,88.74
TEL-0000325,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-03,Synthetic GPS Cloud,15.7,95,1,93.3
TEL-0000326,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-04,Synthetic Safety Telematics,265.1,3,2,91.85
TEL-0000327,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-05,Synthetic OEM Connect,158.6,81,3,90.35
TEL-0000328,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-06,Synthetic OEM Connect,285.1,28,3,96.91
TEL-0000329,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-07,Synthetic Safety Telematics,339.6,24,1,94.99
TEL-0000330,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-08,Synthetic Safety Telematics,40.4,4,2,98.72
TEL-0000331,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-09,Synthetic OEM Connect,238.7,9,5,90.22
TEL-0000332,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-10,Synthetic Safety Telematics,269.7,63,3,97.99
TEL-0000333,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-11,Synthetic OEM Connect,210.4,45,2,97.62
TEL-0000334,VEH-00062,CLI-0010,TELDEV-000062,4.3.0,2026-03-12,Synthetic OEM Connect,262.7,9,1,89.53
TEL-0000335,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-13,Synthetic OEM Connect,42.4,63,3,88.62
TEL-0000336,VEH-00062,CLI-0010,TELDEV-000062,5.0.2,2026-03-14,Synthetic OEM Connect,9.5,37,4,92.69
TEL-0000337,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-01,Synthetic GPS Cloud,366.4,20,4,88.9
TEL-0000338,VEH-00083,CLI-0016,TELDEV-000083,5.0.2,2026-03-02,Synthetic GPS Cloud,358.3,78,4,92.79
TEL-0000339,VEH-00083,CLI-0016,TELDEV-000083,4.2.1,2026-03-03,Synthetic Safety Telematics,293.0,14,7,99.24
TEL-0000340,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-04,Synthetic Safety Telematics,12.6,43,6,91.13
TEL-0000341,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-05,Synthetic GPS Cloud,58.5,70,5,99.09
TEL-0000342,VEH-00083,CLI-0016,TELDEV-000083,5.0.2,2026-03-06,Synthetic GPS Cloud,99.0,9,0,92.15
TEL-0000343,VEH-00083,CLI-0016,TELDEV-000083,4.2.1,2026-03-07,Synthetic OEM Connect,251.2,78,1,98.65
TEL-0000344,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-08,Synthetic GPS Cloud,113.6,5,1,88.43
TEL-0000345,VEH-00083,CLI-0016,TELDEV-000083,5.0.2,2026-03-09,Synthetic GPS Cloud,273.1,55,7,91.64
TEL-0000346,VEH-00083,CLI-0016,TELDEV-000083,4.2.1,2026-03-10,Synthetic GPS Cloud,391.1,3,3,94.41
TEL-0000347,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-11,Synthetic Safety Telematics,287.1,2,7,88.63
TEL-0000348,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-12,Synthetic Safety Telematics,52.6,89,6,94.59
TEL-0000349,VEH-00083,CLI-0016,TELDEV-000083,4.2.1,2026-03-13,Synthetic OEM Connect,49.6,78,5,92.22
TEL-0000350,VEH-00083,CLI-0016,TELDEV-000083,4.3.0,2026-03-14,Synthetic OEM Connect,385.6,30,3,89.1
TEL-0000351,VEH-00090,CLI-0008,TELDEV-000090,4.2.1,2026-03-01,Synthetic GPS Cloud,173.5,68,0,99.89
TEL-0000352,VEH-00090,CLI-0008,TELDEV-000090,4.2.1,2026-03-02,Synthetic Safety Telematics,105.0,7,1,88.68
TEL-0000353,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-03,Synthetic GPS Cloud,118.7,40,5,95.23
TEL-0000354,VEH-00090,CLI-0008,TELDEV-000090,4.2.1,2026-03-04,Synthetic OEM Connect,54.5,50,7,95.89
TEL-0000355,VEH-00090,CLI-0008,TELDEV-000090,5.0.2,2026-03-05,Synthetic GPS Cloud,32.1,69,3,93.94
TEL-0000356,VEH-00090,CLI-0008,TELDEV-000090,5.0.2,2026-03-06,Synthetic OEM Connect,377.0,28,7,96.56
TEL-0000357,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-07,Synthetic Safety Telematics,122.9,83,3,94.32
TEL-0000358,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-08,Synthetic OEM Connect,293.1,64,1,88.65
TEL-0000359,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-09,Synthetic Safety Telematics,399.2,62,4,88.94
TEL-0000360,VEH-00090,CLI-0008,TELDEV-000090,4.2.1,2026-03-10,Synthetic Safety Telematics,96.8,94,3,89.47
TEL-0000361,VEH-00090,CLI-0008,TELDEV-000090,5.0.2,2026-03-11,Synthetic GPS Cloud,15.1,30,7,95.8
TEL-0000362,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-12,Synthetic GPS Cloud,8.9,4,4,91.34
TEL-0000363,VEH-00090,CLI-0008,TELDEV-000090,4.3.0,2026-03-13,Synthetic OEM Connect,347.4,10,0,91.35
TEL-0000364,VEH-00090,CLI-0008,TELDEV-000090,5.0.2,2026-03-14,Synthetic OEM Connect,208.1,48,6,93.33
TEL-0000365,VEH-00056,CLI-0014,TELDEV-000056,4.2.1,2026-03-01,Synthetic GPS Cloud,159.3,84,6,94.39
TEL-0000366,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-02,Synthetic OEM Connect,13.1,44,0,98.92
TEL-0000367,VEH-00056,CLI-0014,TELDEV-000056,4.3.0,2026-03-03,Synthetic OEM Connect,340.3,75,3,97.09
TEL-0000368,VEH-00056,CLI-0014,TELDEV-000056,4.3.0,2026-03-04,Synthetic Safety Telematics,348.3,55,6,97.39
TEL-0000369,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-05,Synthetic GPS Cloud,339.1,70,6,99.43
TEL-0000370,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-06,Synthetic OEM Connect,360.6,68,7,93.09
TEL-0000371,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-07,Synthetic Safety Telematics,323.0,33,2,99.52
TEL-0000372,VEH-00056,CLI-0014,TELDEV-000056,4.3.0,2026-03-08,Synthetic Safety Telematics,416.9,30,2,98.89
TEL-0000373,VEH-00056,CLI-0014,TELDEV-000056,4.3.0,2026-03-09,Synthetic Safety Telematics,399.4,10,3,97.26
TEL-0000374,VEH-00056,CLI-0014,TELDEV-000056,4.3.0,2026-03-10,Synthetic OEM Connect,239.9,4,4,92.34
TEL-0000375,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-11,Synthetic OEM Connect,328.6,77,0,89.49
TEL-0000376,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-12,Synthetic Safety Telematics,134.8,33,2,93.33
TEL-0000377,VEH-00056,CLI-0014,TELDEV-000056,4.2.1,2026-03-13,Synthetic OEM Connect,3.7,4,5,93.76
TEL-0000378,VEH-00056,CLI-0014,TELDEV-000056,5.0.2,2026-03-14,Synthetic GPS Cloud,171.6,74,1,91.32
TEL-0000379,VEH-00039,CLI-0018,TELDEV-000039,5.0.2,2026-03-01,Synthetic Safety Telematics,131.9,8,7,90.16
TEL-0000380,VEH-00039,CLI-0018,TELDEV-000039,4.3.0,2026-03-02,Synthetic OEM Connect,365.0,16,3,95.56
TEL-0000381,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-03,Synthetic Safety Telematics,275.5,29,1,95.86
TEL-0000382,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-04,Synthetic Safety Telematics,212.8,56,5,88.5
TEL-0000383,VEH-00039,CLI-0018,TELDEV-000039,5.0.2,2026-03-05,Synthetic GPS Cloud,25.5,91,4,99.7
TEL-0000384,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-06,Synthetic Safety Telematics,354.9,45,0,95.21
TEL-0000385,VEH-00039,CLI-0018,TELDEV-000039,4.3.0,2026-03-07,Synthetic GPS Cloud,32.5,56,1,94.13
TEL-0000386,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-08,Synthetic GPS Cloud,136.8,47,6,88.86
TEL-0000387,VEH-00039,CLI-0018,TELDEV-000039,4.3.0,2026-03-09,Synthetic OEM Connect,60.1,41,5,92.02
TEL-0000388,VEH-00039,CLI-0018,TELDEV-000039,4.3.0,2026-03-10,Synthetic Safety Telematics,157.4,37,0,89.92
TEL-0000389,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-11,Synthetic OEM Connect,390.7,75,0,89.27
TEL-0000390,VEH-00039,CLI-0018,TELDEV-000039,4.2.1,2026-03-12,Synthetic OEM Connect,214.5,94,5,99.28
TEL-0000391,VEH-00039,CLI-0018,TELDEV-000039,4.3.0,2026-03-13,Synthetic Safety Telematics,13.7,92,2,92.57
TEL-0000392,VEH-00039,CLI-0018,TELDEV-000039,5.0.2,2026-03-14,Synthetic GPS Cloud,401.2,28,6,94.47
TEL-0000393,VEH-00074,CLI-0018,TELDEV-000074,4.2.1,2026-03-01,Synthetic Safety Telematics,335.2,77,7,95.91
TEL-0000394,VEH-00074,CLI-0018,TELDEV-000074,5.0.2,2026-03-02,Synthetic OEM Connect,133.1,24,4,98.93
TEL-0000395,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-03,Synthetic GPS Cloud,335.6,46,3,93.47
TEL-0000396,VEH-00074,CLI-0018,TELDEV-000074,5.0.2,2026-03-04,Synthetic GPS Cloud,291.1,56,6,92.34
TEL-0000397,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-05,Synthetic Safety Telematics,212.4,46,7,95.26
TEL-0000398,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-06,Synthetic OEM Connect,96.5,16,3,97.32
TEL-0000399,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-07,Synthetic Safety Telematics,245.6,17,4,97.55
TEL-0000400,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-08,Synthetic OEM Connect,49.5,52,6,94.06
TEL-0000401,VEH-00074,CLI-0018,TELDEV-000074,4.2.1,2026-03-09,Synthetic Safety Telematics,207.6,25,2,98.52
TEL-0000402,VEH-00074,CLI-0018,TELDEV-000074,4.2.1,2026-03-10,Synthetic GPS Cloud,50.7,33,7,96.91
TEL-0000403,VEH-00074,CLI-0018,TELDEV-000074,4.2.1,2026-03-11,Synthetic GPS Cloud,350.2,3,2,99.88
